ID	lgth	out	in	long_cov	short1_cov	short1_Ocov	short2_cov	short2_Ocov	long_nb	short1_nb	short2_nb
1	853	0	2	0.000000	8.384525	8.286049	0.000000	0.000000	0	0	0
2	82	2	0	0.000000	6.573171	6.573171	0.000000	0.000000	0	0	0
3	15	2	1	0.000000	11.333333	11.333333	0.000000	0.000000	0	0	0
4	15	1	2	0.000000	11.266667	11.266667	0.000000	0.000000	0	0	0
5	75	2	2	0.000000	7.200000	7.200000	0.000000	0.000000	0	0	0
6	15	1	1	0.000000	4.000000	4.000000	0.000000	0.000000	0	0	0
7	15	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
8	15	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
9	15	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
