ID	lgth	out	in	long_cov	short1_cov	short1_Ocov	short2_cov	short2_Ocov	long_nb	short1_nb	short2_nb
1	61	1	1	0.000000	19.131148	17.950820	0.000000	0.000000	0	0	0
2	51	1	0	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
3	148	2	2	0.000000	11.554054	10.270270	0.000000	0.000000	0	0	0
4	8	1	1	0.000000	10.500000	8.750000	0.000000	0.000000	0	0	0
5	39	1	2	0.000000	19.820513	19.615385	0.000000	0.000000	0	0	0
6	2	1	2	0.000000	45.000000	45.000000	0.000000	0.000000	0	0	0
7	1	2	2	0.000000	52.000000	52.000000	0.000000	0.000000	0	0	0
8	1	2	1	0.000000	27.000000	27.000000	0.000000	0.000000	0	0	0
9	38	1	1	0.000000	14.131579	13.473684	0.000000	0.000000	0	0	0
10	18	1	2	0.000000	19.444444	12.944444	0.000000	0.000000	0	0	0
11	6	2	2	0.000000	6.000000	6.000000	0.000000	0.000000	0	0	0
12	5	1	1	0.000000	7.400000	7.400000	0.000000	0.000000	0	0	0
13	2	2	2	0.000000	19.000000	19.000000	0.000000	0.000000	0	0	0
14	30	2	1	0.000000	15.133333	9.066667	0.000000	0.000000	0	0	0
15	5	1	1	0.000000	22.600000	18.400000	0.000000	0.000000	0	0	0
16	14	2	2	0.000000	22.142857	19.642857	0.000000	0.000000	0	0	0
17	6	1	1	0.000000	19.666667	18.333333	0.000000	0.000000	0	0	0
18	2	2	2	0.000000	20.000000	20.000000	0.000000	0.000000	0	0	0
19	2	2	1	0.000000	19.000000	19.000000	0.000000	0.000000	0	0	0
20	20	1	1	0.000000	19.700000	19.700000	0.000000	0.000000	0	0	0
21	109	2	2	0.000000	14.201835	14.201835	0.000000	0.000000	0	0	0
22	461	1	2	0.000000	14.427332	14.036876	0.000000	0.000000	0	0	0
23	52	1	1	0.000000	8.769231	8.769231	0.000000	0.000000	0	0	0
24	1	1	2	0.000000	15.000000	15.000000	0.000000	0.000000	0	0	0
25	1	2	2	0.000000	22.000000	22.000000	0.000000	0.000000	0	0	0
26	4	2	1	0.000000	22.000000	19.750000	0.000000	0.000000	0	0	0
27	1	1	1	0.000000	18.000000	9.000000	0.000000	0.000000	0	0	0
28	1	2	2	0.000000	23.000000	14.000000	0.000000	0.000000	0	0	0
29	18	1	1	0.000000	17.222222	8.222222	0.000000	0.000000	0	0	0
30	430	1	0	0.000000	17.469767	16.651163	0.000000	0.000000	0	0	0
31	17	3	1	0.000000	5.647059	5.647059	0.000000	0.000000	0	0	0
32	8	1	1	0.000000	4.000000	4.000000	0.000000	0.000000	0	0	0
33	6	3	2	0.000000	29.833333	20.000000	0.000000	0.000000	0	0	0
34	4	1	1	0.000000	11.500000	9.500000	0.000000	0.000000	0	0	0
35	7	2	3	0.000000	17.142857	16.142857	0.000000	0.000000	0	0	0
36	12	2	1	0.000000	17.083333	16.083333	0.000000	0.000000	0	0	0
37	6	2	1	0.000000	15.833333	15.833333	0.000000	0.000000	0	0	0
38	4	2	1	0.000000	12.750000	12.750000	0.000000	0.000000	0	0	0
39	130	1	0	0.000000	2.630769	2.630769	0.000000	0.000000	0	0	0
40	37	3	2	0.000000	28.243243	13.027027	0.000000	0.000000	0	0	0
41	273	1	2	0.000000	15.282051	15.098901	0.000000	0.000000	0	0	0
42	468	2	0	0.000000	9.482906	9.215812	0.000000	0.000000	0	0	0
43	13	1	1	0.000000	11.461538	11.461538	0.000000	0.000000	0	0	0
44	1	1	2	0.000000	46.000000	46.000000	0.000000	0.000000	0	0	0
45	1	1	3	0.000000	49.000000	47.000000	0.000000	0.000000	0	0	0
46	2	2	2	0.000000	52.500000	50.500000	0.000000	0.000000	0	0	0
47	2	4	1	0.000000	52.000000	50.000000	0.000000	0.000000	0	0	0
48	2	2	1	0.000000	25.500000	25.500000	0.000000	0.000000	0	0	0
49	2	2	1	0.000000	24.000000	24.000000	0.000000	0.000000	0	0	0
50	2	1	1	0.000000	9.000000	9.000000	0.000000	0.000000	0	0	0
51	17	1	2	0.000000	14.470588	14.176471	0.000000	0.000000	0	0	0
52	1	2	2	0.000000	18.000000	18.000000	0.000000	0.000000	0	0	0
53	1	2	2	0.000000	17.000000	17.000000	0.000000	0.000000	0	0	0
54	1	2	1	0.000000	8.000000	8.000000	0.000000	0.000000	0	0	0
55	4	1	1	0.000000	6.750000	6.750000	0.000000	0.000000	0	0	0
56	1	1	2	0.000000	11.000000	11.000000	0.000000	0.000000	0	0	0
57	1	1	2	0.000000	12.000000	12.000000	0.000000	0.000000	0	0	0
58	55	1	2	0.000000	6.600000	6.145455	0.000000	0.000000	0	0	0
59	1	2	2	0.000000	6.000000	6.000000	0.000000	0.000000	0	0	0
60	4	1	1	0.000000	5.000000	5.000000	0.000000	0.000000	0	0	0
61	431	1	2	0.000000	6.568445	6.308585	0.000000	0.000000	0	0	0
62	8	1	2	0.000000	10.875000	10.875000	0.000000	0.000000	0	0	0
63	653	0	2	0.000000	10.661562	10.120980	0.000000	0.000000	0	0	0
64	5	2	2	0.000000	20.400000	20.400000	0.000000	0.000000	0	0	0
65	10	2	1	0.000000	11.400000	11.400000	0.000000	0.000000	0	0	0
66	10	1	1	0.000000	10.000000	10.000000	0.000000	0.000000	0	0	0
67	8	2	2	0.000000	9.500000	9.500000	0.000000	0.000000	0	0	0
68	3	1	1	0.000000	8.000000	8.000000	0.000000	0.000000	0	0	0
69	4	1	2	0.000000	29.750000	24.500000	0.000000	0.000000	0	0	0
70	1	2	2	0.000000	29.000000	24.000000	0.000000	0.000000	0	0	0
71	5	1	1	0.000000	21.000000	15.800000	0.000000	0.000000	0	0	0
72	202	1	2	0.000000	13.049505	12.430693	0.000000	0.000000	0	0	0
73	8	1	2	0.000000	12.000000	12.000000	0.000000	0.000000	0	0	0
74	15	1	2	0.000000	10.733333	10.733333	0.000000	0.000000	0	0	0
75	117	2	2	0.000000	15.504274	15.170940	0.000000	0.000000	0	0	0
76	6	2	1	0.000000	20.166667	19.666667	0.000000	0.000000	0	0	0
77	4	2	1	0.000000	20.000000	20.000000	0.000000	0.000000	0	0	0
78	25	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
79	6	1	2	0.000000	21.000000	21.000000	0.000000	0.000000	0	0	0
80	63	1	0	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
81	2	2	2	0.000000	2.000000	2.000000	0.000000	0.000000	0	0	0
82	2	1	2	0.000000	3.500000	3.500000	0.000000	0.000000	0	0	0
83	3	1	2	0.000000	4.666667	4.666667	0.000000	0.000000	0	0	0
84	21	2	2	0.000000	11.476190	11.476190	0.000000	0.000000	0	0	0
85	2	2	2	0.000000	30.500000	20.000000	0.000000	0.000000	0	0	0
86	195	1	2	0.000000	17.076923	16.892308	0.000000	0.000000	0	0	0
87	268	1	1	0.000000	14.291045	13.705224	0.000000	0.000000	0	0	0
88	35	2	2	0.000000	16.628571	16.628571	0.000000	0.000000	0	0	0
89	2	1	1	0.000000	11.000000	11.000000	0.000000	0.000000	0	0	0
90	23	1	2	0.000000	11.652174	11.652174	0.000000	0.000000	0	0	0
91	85	1	2	0.000000	18.835294	17.105882	0.000000	0.000000	0	0	0
92	313	2	2	0.000000	18.006390	16.920128	0.000000	0.000000	0	0	0
93	25	1	1	0.000000	26.400000	22.000000	0.000000	0.000000	0	0	0
94	130	2	2	0.000000	16.692308	16.692308	0.000000	0.000000	0	0	0
95	25	1	2	0.000000	9.280000	9.280000	0.000000	0.000000	0	0	0
96	832	1	2	0.000000	14.284856	13.805288	0.000000	0.000000	0	0	0
97	636	1	1	0.000000	10.482704	10.072327	0.000000	0.000000	0	0	0
98	42	1	1	0.000000	12.023810	7.595238	0.000000	0.000000	0	0	0
99	3	2	2	0.000000	18.666667	14.333333	0.000000	0.000000	0	0	0
100	22	1	2	0.000000	19.227273	19.227273	0.000000	0.000000	0	0	0
101	309	2	2	0.000000	15.339806	14.524272	0.000000	0.000000	0	0	0
102	62	1	1	0.000000	14.209677	13.177419	0.000000	0.000000	0	0	0
103	32	2	1	0.000000	10.812500	10.031250	0.000000	0.000000	0	0	0
104	6	2	1	0.000000	10.333333	10.333333	0.000000	0.000000	0	0	0
105	1	1	1	0.000000	7.000000	7.000000	0.000000	0.000000	0	0	0
